date,state,new_deaths_pneumonia_2019,new_deaths_pneumonia_2020,new_deaths_respiratory_failure_2019,new_deaths_respiratory_failure_2020,new_deaths_covid19,epidemiological_week_2019,epidemiological_week_2020,deaths_covid19,deaths_respiratory_failure_2019,deaths_respiratory_failure_2020,deaths_pneumonia_2019,deaths_pneumonia_2020
2020-03-23,ES,18,14,9,6,0,12,13,0,555,542,1010,1000
2020-03-23,GO,20,20,14,14,0,12,13,0,1034,1137,1303,1379
2020-03-23,MA,6,6,4,6,0,12,13,0,453,453,452,401
2020-03-23,MG,59,56,47,48,0,12,13,2,3579,3713,4236,4366
2020-03-23,MS,2,11,6,5,0,12,13,0,447,505,649,695
2020-03-23,MT,4,3,4,2,0,12,13,0,180,125,172,182
2020-03-23,PA,3,6,8,8,0,12,13,0,445,486,449,415
2020-03-23,PB,11,5,13,13,0,12,13,0,869,792,943,890
2020-03-23,PE,28,11,24,16,1,12,13,1,1617,1673,1643,1763
2020-03-23,PI,5,1,9,1,0,12,13,0,686,451,475,369
2020-03-23,PR,26,26,13,23,0,12,13,2,1556,1511,2236,2396
2020-03-23,RJ,55,58,29,37,1,12,13,4,2920,3012,4582,4854
2020-03-23,RN,11,3,9,5,1,12,13,1,369,372,660,622
2020-03-23,RO,1,3,2,4,0,12,13,0,179,204,200,243
2020-03-23,RR,2,0,0,0,0,12,13,0,33,50,70,91
2020-03-23,RS,27,45,24,36,0,12,13,0,2292,2344,2697,2822
2020-03-23,SC,20,17,14,13,1,12,13,1,1136,1013,1348,1346
2020-03-23,SE,2,6,5,2,0,12,13,0,335,346,350,402
2020-03-23,SP,193,201,122,136,21,12,13,88,9714,9646,14747,14877
2020-03-23,TO,3,2,2,4,0,12,13,0,95,164,106,194
2020-03-24,AC,4,1,0,2,0,13,13,0,102,89,188,186
2020-03-24,AL,12,8,11,4,0,13,13,1,458,459,488,456
2020-03-24,AM,1,1,1,4,0,13,13,0,141,186,271,350
2020-03-24,AP,0,0,2,0,0,13,13,0,68,61,94,54
2020-03-24,BA,19,6,22,16,0,13,13,1,1910,1626,1278,1170
2020-03-24,CE,26,10,22,6,3,13,13,5,1100,1001,1549,1389
2020-03-24,DF,8,13,5,8,1,13,13,1,358,420,655,722
2020-03-24,ES,12,11,2,10,0,13,13,0,557,552,1022,1011
2020-03-24,GO,18,11,19,11,0,13,13,0,1053,1148,1321,1390
2020-03-24,MA,5,4,6,7,0,13,13,0,459,460,457,405
2020-03-24,MG,55,66,37,38,1,13,13,3,3616,3751,4291,4432
2020-03-24,MS,10,14,6,6,0,13,13,0,453,511,659,709
2020-03-24,MT,5,2,2,1,0,13,13,0,182,126,177,184
2020-03-24,PA,8,5,4,2,0,13,13,0,449,488,457,420
2020-03-24,PB,12,14,6,10,0,13,13,0,875,802,955,904
2020-03-24,PE,29,22,19,15,0,13,13,1,1636,1688,1672,1785
2020-03-24,PI,9,2,12,2,1,13,13,1,698,453,484,371
2020-03-24,PR,22,26,11,18,0,13,13,2,1567,1529,2258,2422
2020-03-24,RJ,59,52,40,36,1,13,13,5,2960,3048,4641,4906
2020-03-24,RN,8,4,4,5,1,13,13,2,373,377,668,626
2020-03-24,RO,4,3,5,4,0,13,13,0,184,208,204,246
2020-03-24,RR,2,0,0,0,0,13,13,0,33,50,72,91
2020-03-24,RS,33,30,33,36,0,13,13,0,2325,2380,2730,2852
2020-03-24,SC,15,20,11,14,0,13,13,1,1147,1027,1363,1366
2020-03-24,SE,4,2,3,2,0,13,13,0,338,348,354,404
2020-03-24,SP,174,209,110,118,34,13,13,122,9824,9764,14921,15086
2020-03-24,TO,1,0,4,2,0,13,13,0,99,166,107,194
2020-03-25,AC,4,5,1,1,0,13,13,0,103,90,192,191
2020-03-25,AL,12,4,10,7,0,13,13,1,468,466,500,460
2020-03-25,AM,3,4,3,2,0,13,13,0,144,188,274,354
2020-03-25,AP,2,1,1,1,0,13,13,0,69,62,96,55
2020-03-25,BA,13,13,23,18,0,13,13,1,1933,1644,1291,1183
2020-03-25,CE,23,12,21,7,1,13,13,6,1121,1008,1572,1401
2020-03-25,DF,10,5,4,6,0,13,13,1,362,426,665,727
2020-03-25,ES,18,14,5,4,0,13,13,0,562,556,1040,1025
2020-03-25,GO,23,21,14,10,0,13,13,0,1067,1158,1344,1411
2020-03-25,MA,5,5,9,4,0,13,13,0,468,464,462,410
2020-03-25,MG,48,54,37,40,2,13,13,5,3653,3791,4339,4486
2020-03-25,MS,10,7,10,6,0,13,13,0,463,517,669,716
2020-03-25,MT,3,2,2,0,0,13,13,0,184,126,180,186
2020-03-25,PA,5,2,11,4,0,13,13,0,460,492,462,422
2020-03-25,PB,15,15,9,6,0,13,13,0,884,808,970,919
2020-03-25,PE,27,14,20,21,1,13,13,2,1656,1709,1699,1799
2020-03-25,PI,6,4,4,2,0,13,13,1,702,455,490,375
2020-03-25,PR,30,27,17,16,0,13,13,2,1584,1545,2288,2449
2020-03-25,RJ,62,66,40,35,5,13,13,10,3000,3083,4703,4972
2020-03-25,RN,11,9,4,3,0,13,13,2,377,380,679,635
2020-03-25,RO,3,6,3,2,1,13,13,1,187,210,207,252
2020-03-25,RR,1,0,0,1,0,13,13,0,33,51,73,91
2020-03-25,RS,33,40,14,25,0,13,13,0,2339,2405,2763,2892
2020-03-25,SC,21,20,21,12,1,13,13,2,1168,1039,1384,1386
2020-03-25,SE,0,1,5,4,0,13,13,0,343,352,354,405
2020-03-25,SP,185,203,122,129,26,13,13,148,9946,9893,15106,15289
2020-03-25,TO,1,2,0,1,0,13,13,0,99,167,108,196
2020-03-26,AC,2,2,0,1,0,13,13,0,103,91,194,193
2020-03-26,AL,9,4,3,9,0,13,13,1,471,475,509,464
2020-03-26,AM,2,6,0,1,0,13,13,0,144,189,276,360
2020-03-26,AP,1,0,1,0,0,13,13,0,70,62,97,55
2020-03-26,BA,12,12,25,14,0,13,13,1,1958,1658,1303,1195
2020-03-26,CE,15,22,18,12,1,13,13,7,1139,1020,1587,1423
2020-03-26,DF,7,5,6,1,2,13,13,3,368,427,672,732
2020-03-26,ES,16,15,6,3,0,13,13,0,568,559,1056,1040
2020-03-26,GO,16,9,20,3,0,13,13,0,1087,1161,1360,1420
2020-03-26,MA,4,3,7,3,0,13,13,0,475,467,466,413
2020-03-26,MG,51,55,41,36,2,13,13,7,3694,3827,4390,4541
2020-03-26,MS,9,5,7,6,0,13,13,0,470,523,678,721
2020-03-26,MT,2,1,6,1,0,13,13,0,190,127,182,187
2020-03-26,PA,6,4,7,3,0,13,13,0,467,495,468,426
2020-03-26,PB,7,6,12,12,0,13,13,0,896,820,977,925
2020-03-26,PE,28,22,31,13,2,13,13,4,1687,1722,1727,1821
2020-03-26,PI,11,2,4,3,0,13,13,1,706,458,501,377
2020-03-26,PR,19,38,21,25,0,13,13,2,1605,1570,2307,2487
2020-03-26,RJ,56,51,37,42,5,13,13,15,3037,3125,4759,5023
2020-03-26,RN,5,10,1,1,0,13,13,2,378,381,684,645
2020-03-26,RO,3,1,0,3,0,13,13,1,187,213,210,253
2020-03-26,RR,0,3,1,1,0,13,13,0,34,52,73,94
2020-03-26,RS,29,27,24,24,0,13,13,0,2363,2429,2792,2919
2020-03-26,SC,25,12,18,9,0,13,13,2,1186,1048,1409,1398
2020-03-26,SE,7,6,6,4,0,13,13,0,349,356,361,411
2020-03-26,SP,182,170,129,127,42,13,13,190,10075,10020,15288,15459
2020-03-26,TO,1,1,2,1,0,13,13,0,101,168,109,197
2020-03-27,AC,2,4,1,0,0,13,13,0,104,91,196,197
2020-03-27,AL,7,4,7,2,0,13,13,1,478,477,516,468
2020-03-27,AM,2,3,2,3,0,13,13,0,146,192,278,363
2020-03-27,AP,1,0,0,0,0,13,13,0,70,62,98,55
2020-03-27,BA,16,17,22,15,1,13,13,2,1980,1673,1319,1212
2020-03-27,CE,19,10,21,5,1,13,13,8,1160,1025,1606,1433
2020-03-27,DF,6,12,2,10,2,13,13,5,370,437,678,744
2020-03-27,ES,11,12,4,7,0,13,13,0,572,566,1067,1052
2020-03-27,GO,24,19,13,9,2,13,13,2,1100,1170,1384,1439
2020-03-27,MA,6,0,6,1,0,13,13,0,481,468,472,413
2020-03-27,MG,46,45,40,28,2,13,13,9,3734,3855,4436,4586
2020-03-27,MS,6,10,10,6,0,13,13,0,480,529,684,731
2020-03-27,MT,5,2,6,0,0,13,13,0,196,127,187,189
2020-03-27,PA,10,0,4,4,0,13,13,0,471,499,478,426
2020-03-27,PB,13,11,9,9,0,13,13,0,905,829,990,936
2020-03-27,PE,26,24,20,14,1,13,13,5,1707,1736,1753,1845
2020-03-27,PI,3,2,6,5,1,13,13,2,712,463,504,379
2020-03-27,PR,28,38,26,20,0,13,13,2,1631,1590,2335,2525
2020-03-27,RJ,47,46,27,41,4,13,13,19,3064,3166,4806,5069
2020-03-27,RN,11,6,6,4,1,13,13,3,384,385,695,651
2020-03-27,RO,3,3,4,0,0,13,13,1,191,213,213,256
2020-03-27,RR,0,1,0,0,0,13,13,0,34,52,73,95
2020-03-27,RS,34,30,33,32,0,13,13,0,2396,2461,2826,2949
2020-03-27,SC,11,10,15,9,0,13,13,2,1201,1057,1420,1408
2020-03-27,SE,4,4,4,3,0,13,13,0,353,359,365,415
2020-03-27,SP,182,182,107,149,34,13,13,224,10182,10169,15470,15641
2020-03-27,TO,1,1,0,1,0,13,13,0,101,169,110,198
2020-03-28,AC,2,1,2,0,0,13,13,0,106,91,198,198
2020-03-28,AL,10,2,7,3,0,13,13,1,485,480,526,470
2020-03-28,AM,2,6,2,5,0,13,13,0,148,197,280,369
2020-03-28,AP,1,0,2,0,0,13,13,0,72,62,99,55
2020-03-28,BA,12,5,27,10,0,13,13,2,2007,1683,1331,1217
2020-03-28,CE,18,10,13,9,1,13,13,9,1173,1034,1624,1443
2020-03-28,DF,6,8,4,4,0,13,13,5,374,441,684,752
2020-03-28,ES,16,12,4,3,0,13,13,0,576,569,1083,1064
2020-03-28,GO,23,16,14,11,1,13,13,3,1114,1181,1407,1455
2020-03-28,MA,8,5,9,3,0,13,13,0,490,471,480,418
2020-03-28,MG,53,36,35,31,1,13,13,10,3769,3886,4489,4622
2020-03-28,MS,4,3,4,5,0,13,13,0,484,534,688,734
2020-03-28,MT,2,0,3,0,0,13,13,0,199,127,189,189
2020-03-28,PA,5,3,6,4,0,13,13,0,477,503,483,429
2020-03-28,PB,12,11,8,5,0,13,13,0,913,834,1002,947
2020-03-28,PE,17,18,19,17,0,13,13,5,1726,1753,1770,1863
2020-03-28,PI,9,2,10,2,0,13,13,2,722,465,513,381
2020-03-28,PR,27,33,15,16,0,13,13,2,1646,1606,2362,2558
2020-03-28,RJ,42,55,32,40,7,13,13,26,3096,3206,4848,5124
2020-03-28,RN,13,6,4,9,1,13,13,4,388,394,708,657
2020-03-28,RO,1,3,0,3,0,13,13,1,191,216,214,259
2020-03-28,RR,2,0,0,1,0,13,13,0,34,53,75,95
2020-03-28,RS,37,35,29,29,0,13,13,0,2425,2490,2863,2984
2020-03-28,SC,16,15,13,12,0,13,13,2,1214,1069,1436,1423
2020-03-28,SE,2,3,2,1,0,13,13,0,355,360,367,418
2020-03-28,SP,169,166,112,145,48,13,13,272,10294,10314,15639,15807
2020-03-28,TO,0,1,1,2,0,13,13,0,102,171,110,199
2020-03-29,AC,2,3,1,0,0,13,14,0,107,91,200,201
2020-03-29,AL,7,4,7,4,0,13,14,1,492,484,533,474
2020-03-29,AM,0,3,1,3,0,13,14,0,149,200,280,372
2020-03-29,AP,0,0,1,0,0,13,14,0,73,62,99,55
2020-03-29,BA,17,11,20,6,0,13,14,2,2027,1689,1348,1228
2020-03-29,CE,28,12,19,3,2,13,14,11,1192,1037,1652,1455
2020-03-29,DF,6,10,2,6,2,13,14,7,376,447,690,762
2020-03-29,ES,14,17,11,7,0,13,14,0,587,576,1097,1081
2020-03-29,GO,16,21,12,17,1,13,14,4,1126,1198,1423,1476
2020-03-29,MA,3,3,7,3,0,13,14,0,497,474,483,421
2020-03-29,MG,50,54,49,37,4,13,14,14,3818,3923,4539,4676
2020-03-29,MS,9,4,7,2,0,13,14,0,491,536,697,738
2020-03-29,MT,1,1,1,1,0,13,14,0,200,128,190,190
2020-03-29,PA,5,3,7,5,0,13,14,0,484,508,488,432
2020-03-29,PB,10,4,12,9,0,13,14,0,925,843,1012,951
2020-03-29,PE,25,19,25,17,1,13,14,6,1751,1770,1795,1882
2020-03-29,PI,5,1,6,2,0,13,14,2,728,467,518,382
2020-03-29,PR,28,18,24,18,0,13,14,2,1670,1624,2390,2576
2020-03-29,RJ,52,45,35,52,4,13,14,30,3131,3258,4900,5169
2020-03-29,RN,10,6,6,3,0,13,14,4,394,397,718,663
2020-03-29,RO,1,2,1,1,1,13,14,2,192,217,215,261
2020-03-29,RR,2,0,0,0,0,13,14,0,34,53,77,95
2020-03-29,RS,33,34,37,29,1,13,14,1,2462,2519,2896,3018
2020-03-29,SC,17,12,11,10,0,13,14,2,1225,1079,1453,1435
2020-03-29,SE,5,5,7,2,0,13,14,0,362,362,372,423
2020-03-29,SP,169,168,126,146,37,13,14,309,10420,10460,15808,15975
2020-03-29,TO,2,2,1,0,0,13,14,0,103,171,112,201
2020-03-30,AC,2,3,0,0,0,13,14,0,107,91,202,204
2020-03-30,AL,7,10,10,9,1,13,14,2,502,493,540,484
2020-03-30,AM,0,9,0,3,1,13,14,1,149,203,280,381
2020-03-30,AP,1,0,0,0,0,13,14,0,73,62,100,55
2020-03-30,BA,16,12,26,10,1,13,14,3,2053,1699,1364,1240
2020-03-30,CE,20,4,15,6,0,13,14,11,1207,1043,1672,1459
2020-03-30,DF,4,7,3,4,2,13,14,9,379,451,694,769
2020-03-30,ES,9,10,3,6,0,13,14,0,590,582,1106,1091
2020-03-30,GO,17,8,12,18,1,13,14,5,1138,1216,1440,1484
2020-03-30,MA,10,4,4,0,0,13,14,0,501,474,493,425
2020-03-30,MG,58,41,54,48,3,13,14,17,3872,3971,4597,4717
2020-03-30,MS,9,14,6,7,0,13,14,0,497,543,706,752
2020-03-30,MT,3,4,3,5,0,13,14,0,203,133,193,194
2020-03-30,PA,2,1,6,2,0,13,14,0,490,510,490,433
2020-03-30,PB,16,7,17,14,0,13,14,0,942,857,1028,958
2020-03-30,PE,25,8,17,27,1,13,14,7,1768,1797,1820,1890
2020-03-30,PI,8,1,3,2,0,13,14,2,731,469,526,383
2020-03-30,PR,34,23,37,17,1,13,14,3,1707,1641,2424,2599
2020-03-30,RJ,58,66,39,35,10,13,14,40,3170,3293,4958,5235
2020-03-30,RN,8,4,2,2,0,13,14,4,396,399,726,667
2020-03-30,RO,1,1,2,0,0,13,14,2,194,217,216,262
2020-03-30,RR,0,1,1,0,0,13,14,0,35,53,77,96
2020-03-30,RS,46,33,32,27,3,13,14,4,2494,2546,2942,3051
2020-03-30,SC,16,8,10,8,1,13,14,3,1235,1087,1469,1443
2020-03-30,SE,6,3,6,4,0,13,14,0,368,366,378,426
2020-03-30,SP,175,165,109,117,57,13,14,366,10529,10577,15983,16140
2020-03-30,TO,1,1,1,2,0,13,14,0,104,173,113,202
2020-03-31,AC,4,0,2,1,0,14,14,0,109,92,206,204
2020-03-31,AL,6,3,9,2,0,14,14,2,511,495,546,487
2020-03-31,AM,3,6,1,2,0,14,14,1,150,205,283,387
2020-03-31,AP,2,0,0,0,0,14,14,0,73,62,102,55
2020-03-31,BA,18,9,18,14,0,14,14,3,2071,1713,1382,1249
2020-03-31,CE,31,6,22,7,2,14,14,13,1229,1050,1703,1465
2020-03-31,DF,8,12,5,10,4,14,14,13,384,461,702,781
2020-03-31,ES,12,14,6,6,0,14,14,0,596,588,1118,1105
2020-03-31,GO,18,8,13,4,1,14,14,6,1151,1220,1458,1492
2020-03-31,MA,10,2,5,0,0,14,14,0,506,474,503,427
2020-03-31,MG,54,49,51,36,2,14,14,19,3923,4007,4651,4766
2020-03-31,MS,10,12,7,0,0,14,14,0,504,543,716,764
2020-03-31,MT,0,0,2,1,0,14,14,0,205,134,193,194
2020-03-31,PA,8,2,7,3,0,14,14,0,497,513,498,435
2020-03-31,PB,11,7,7,6,1,14,14,1,949,863,1039,965
2020-03-31,PE,23,11,19,12,0,14,14,7,1787,1809,1843,1901
2020-03-31,PI,3,1,8,0,0,14,14,2,739,469,529,384
2020-03-31,PR,31,29,17,12,2,14,14,5,1724,1653,2455,2628
2020-03-31,RJ,78,61,34,42,16,14,14,56,3204,3335,5036,5296
2020-03-31,RN,7,4,10,2,0,14,14,4,406,401,733,671
2020-03-31,RO,3,2,2,1,0,14,14,2,196,218,219,264
2020-03-31,RR,0,1,0,0,0,14,14,0,35,53,77,97
2020-03-31,RS,32,32,28,29,2,14,14,6,2522,2575,2974,3083
2020-03-31,SC,21,11,18,5,2,14,14,5,1253,1092,1490,1454
2020-03-31,SE,4,8,1,5,0,14,14,0,369,371,382,434
2020-03-31,SP,171,163,123,162,37,14,14,403,10652,10739,16154,16303
2020-03-31,TO,2,2,6,0,0,14,14,0,110,173,115,204
2020-04-01,AC,4,1,1,1,0,14,14,0,110,93,210,205
2020-04-01,AL,5,6,7,9,1,14,14,3,518,504,551,493
2020-04-01,AM,0,4,1,1,1,14,14,2,151,206,283,391
2020-04-01,AP,3,0,1,0,0,14,14,0,74,62,105,55
2020-04-01,BA,12,8,20,17,1,14,14,4,2091,1730,1394,1257
2020-04-01,CE,25,9,14,5,2,14,14,15,1243,1055,1728,1474
2020-04-01,DF,8,10,5,7,1,14,14,14,389,468,710,791
2020-04-01,ES,14,9,5,11,2,14,14,2,601,599,1132,1114
2020-04-01,GO,23,12,16,8,0,14,14,6,1167,1228,1481,1504
2020-04-01,MA,7,0,4,0,0,14,14,0,510,474,510,427
2020-04-01,MG,56,42,49,40,7,14,14,26,3972,4047,4707,4808
2020-04-01,MS,10,8,9,4,1,14,14,1,513,547,726,772
2020-04-01,MT,5,4,5,2,0,14,14,0,210,136,198,198
2020-04-01,PA,3,1,8,3,0,14,14,0,505,516,501,436
2020-04-01,PB,18,5,13,3,1,14,14,2,962,866,1057,970
2020-04-01,PE,23,11,21,9,2,14,14,9,1808,1818,1866,1912
2020-04-01,PI,7,2,7,1,0,14,14,2,746,470,536,386
2020-04-01,PR,23,24,24,11,0,14,14,5,1748,1664,2478,2652
2020-04-01,RJ,71,50,43,46,16,14,14,72,3247,3381,5107,5346
2020-04-01,RN,5,3,4,3,0,14,14,4,410,404,738,674
2020-04-01,RO,1,2,4,0,0,14,14,2,200,218,220,266
2020-04-01,RR,3,0,2,0,0,14,14,0,37,53,80,97
2020-04-01,RS,34,24,34,26,0,14,14,6,2556,2601,3008,3107
2020-04-01,SC,13,12,11,9,2,14,14,7,1264,1101,1503,1466
2020-04-01,SE,3,3,4,0,0,14,14,0,373,371,385,437
2020-04-01,SP,171,146,123,121,46,14,14,449,10775,10860,16325,16449
2020-04-01,TO,3,2,2,1,0,14,14,0,112,174,118,206
2020-04-02,AC,1,1,0,1,0,14,14,0,110,94,211,206
2020-04-02,AL,12,5,10,5,0,14,14,3,528,509,563,498
2020-04-02,AM,3,7,0,4,0,14,14,2,151,210,286,398
2020-04-02,AP,2,0,1,0,0,14,14,0,75,62,107,55
2020-04-02,BA,13,8,26,15,2,14,14,6,2117,1745,1407,1265
2020-04-02,CE,23,9,15,11,1,14,14,16,1258,1066,1751,1483
2020-04-02,DF,10,13,3,4,3,14,14,17,392,472,720,804
2020-04-02,ES,16,8,10,6,2,14,14,4,611,605,1148,1122
2020-04-02,GO,21,12,16,10,0,14,14,6,1183,1238,1502,1516
2020-04-02,MA,5,1,8,3,0,14,14,0,518,477,515,428
2020-04-02,MG,35,39,38,27,6,14,14,32,4010,4074,4742,4847
2020-04-02,MS,8,4,3,4,0,14,14,1,516,551,734,776
2020-04-02,MT,0,1,6,0,0,14,14,0,216,136,198,199
2020-04-02,PA,6,1,6,4,0,14,14,0,511,520,507,437
2020-04-02,PB,9,6,8,9,0,14,14,2,970,875,1066,976
2020-04-02,PE,14,12,30,9,0,14,14,9,1838,1827,1880,1924
2020-04-02,PI,8,0,9,0,0,14,14,2,755,470,544,386
2020-04-02,PR,23,17,19,18,0,14,14,5,1767,1682,2501,2669
2020-04-02,RJ,61,76,48,42,14,14,14,86,3295,3423,5168,5422
2020-04-02,RN,10,4,5,1,1,14,14,5,415,405,748,678
2020-04-02,RO,6,5,3,0,0,14,14,2,203,218,226,271
2020-04-02,RR,1,0,1,0,0,14,14,0,38,53,81,97
2020-04-02,RS,35,20,31,12,1,14,14,7,2587,2613,3043,3127
2020-04-02,SC,15,8,11,5,1,14,14,8,1275,1106,1518,1474
2020-04-02,SE,4,2,2,1,1,14,14,1,375,372,389,439
2020-04-02,SP,206,128,120,115,47,14,14,496,10895,10975,16531,16577
2020-04-02,TO,0,0,6,1,0,14,14,0,118,175,118,206
2020-04-03,AC,3,2,2,2,0,14,14,0,112,96,214,208
2020-04-03,AL,3,0,8,1,0,14,14,3,536,510,566,498
2020-04-03,AM,3,5,3,8,3,14,14,5,154,218,289,403
2020-04-03,AP,3,0,1,0,0,14,14,0,76,62,110,55
2020-04-03,BA,19,4,25,4,1,14,14,7,2142,1749,1426,1269
2020-04-03,CE,26,5,14,2,3,14,14,19,1272,1068,1777,1488
2020-04-03,DF,5,8,6,2,2,14,14,19,398,474,725,812
2020-04-03,ES,8,9,3,6,1,14,14,5,614,611,1156,1131
2020-04-03,GO,24,14,14,7,1,14,14,7,1197,1245,1526,1530
2020-04-03,MA,4,1,5,0,0,14,14,0,523,477,519,429
2020-04-03,MG,64,26,63,23,8,14,14,40,4073,4097,4806,4873
2020-04-03,MS,8,8,9,4,0,14,14,1,525,555,742,784
2020-04-03,MT,0,1,2,0,1,14,14,1,218,136,198,200
2020-04-03,PA,7,1,6,3,1,14,14,1,517,523,514,438
2020-04-03,PB,16,3,10,5,0,14,14,2,980,880,1082,979
2020-04-03,PE,14,11,23,15,1,14,14,10,1861,1842,1894,1935
2020-04-03,PI,8,2,14,1,0,14,14,2,769,471,552,388
2020-04-03,PR,27,26,21,19,1,14,14,6,1788,1701,2528,2695
2020-04-03,RJ,58,71,34,47,24,14,14,110,3329,3470,5226,5493
2020-04-03,RN,11,5,7,5,0,14,14,5,422,410,759,683
2020-04-03,RO,4,5,4,2,0,14,14,2,207,220,230,276
2020-04-03,RR,0,0,0,0,0,14,14,0,38,53,81,97
2020-04-03,RS,37,25,43,17,3,14,14,10,2630,2630,3080,3152
2020-04-03,SC,26,13,15,6,1,14,14,9,1290,1112,1544,1487
2020-04-03,SE,7,3,5,0,0,14,14,1,380,372,396,442
2020-04-03,SP,169,139,121,112,49,14,14,545,11016,11087,16700,16716
2020-04-03,TO,0,3,1,2,0,14,14,0,119,177,118,209
2020-04-04,AC,5,1,2,0,0,14,14,0,114,96,219,209
2020-04-04,AL,6,1,6,1,0,14,14,3,542,511,572,499
2020-04-04,AM,3,9,0,6,2,14,14,7,154,224,292,412
2020-04-04,AP,1,0,0,0,0,14,14,0,76,62,111,55
2020-04-04,BA,17,4,18,6,0,14,14,7,2160,1755,1443,1273
2020-04-04,CE,18,1,10,1,1,14,14,20,1282,1069,1795,1489
2020-04-04,DF,11,9,9,9,3,14,14,22,407,483,736,821
2020-04-04,ES,13,14,6,2,1,14,14,6,620,613,1169,1145
2020-04-04,GO,12,10,12,14,3,14,14,10,1209,1259,1538,1540
2020-04-04,MA,4,1,3,0,0,14,14,0,526,477,523,430
2020-04-04,MG,50,22,50,23,0,14,14,40,4123,4120,4856,4895
2020-04-04,MS,7,3,2,3,0,14,14,1,527,558,749,787
2020-04-04,MT,1,1,1,2,0,14,14,1,219,138,199,201
2020-04-04,PA,3,5,3,1,0,14,14,1,520,524,517,443
2020-04-04,PB,6,4,7,2,0,14,14,2,987,882,1088,983
2020-04-04,PE,11,18,17,10,2,14,14,12,1878,1852,1905,1953
2020-04-04,PI,6,0,9,0,0,14,14,2,778,471,558,388
2020-04-04,PR,22,19,22,10,2,14,14,8,1810,1711,2550,2714
2020-04-04,RJ,62,58,39,45,18,14,14,128,3368,3515,5288,5551
2020-04-04,RN,11,6,6,0,0,14,14,5,428,410,770,689
2020-04-04,RO,4,2,1,2,0,14,14,2,208,222,234,278
2020-04-04,RR,1,0,0,0,0,14,14,0,38,53,82,97
2020-04-04,RS,38,26,34,18,2,14,14,12,2664,2648,3118,3178
2020-04-04,SC,23,8,15,7,3,14,14,12,1305,1119,1567,1495
2020-04-04,SE,8,1,5,1,0,14,14,1,385,373,404,443
2020-04-04,SP,190,89,122,107,62,14,14,607,11138,11194,16890,16805
2020-04-04,TO,0,3,0,0,0,14,14,0,119,177,118,212
2020-04-05,AC,3,1,0,2,0,14,15,0,114,98,222,210
2020-04-05,AL,6,4,6,4,0,14,15,3,548,515,578,503
2020-04-05,AM,7,12,2,5,0,14,15,7,156,229,299,424
2020-04-05,AP,1,0,2,0,0,14,15,0,78,62,112,55
2020-04-05,BA,22,4,25,4,0,14,15,7,2185,1759,1465,1277
2020-04-05,CE,18,1,17,2,0,14,15,20,1299,1071,1813,1490
2020-04-05,DF,7,11,5,6,3,14,15,25,412,489,743,832
2020-04-05,ES,9,12,5,3,3,14,15,9,625,616,1178,1157
2020-04-05,GO,16,11,19,8,6,14,15,16,1228,1267,1554,1551
2020-04-05,MA,5,0,5,0,0,14,15,0,531,477,528,430
2020-04-05,MG,51,45,39,30,6,14,15,46,4162,4150,4907,4940
2020-04-05,MS,3,4,7,4,0,14,15,1,534,562,752,791
2020-04-05,MT,5,2,2,0,0,14,15,1,221,138,204,203
2020-04-05,PA,6,0,5,2,0,14,15,1,525,526,523,443
2020-04-05,PB,10,6,10,6,1,14,15,3,997,888,1098,989
2020-04-05,PE,12,10,16,12,3,14,15,15,1894,1864,1917,1963
2020-04-05,PI,9,0,16,0,0,14,15,2,794,471,567,388
2020-04-05,PR,32,17,25,13,2,14,15,10,1835,1724,2582,2731
2020-04-05,RJ,62,55,33,51,21,14,15,149,3401,3566,5350,5606
2020-04-05,RN,9,2,6,0,0,14,15,5,434,410,779,691
2020-04-05,RO,9,3,4,0,0,14,15,2,212,222,243,281
2020-04-05,RR,1,1,0,0,0,14,15,0,38,53,83,98
2020-04-05,RS,40,26,27,19,1,14,15,13,2691,2667,3158,3204
2020-04-05,SC,20,8,12,7,0,14,15,12,1317,1126,1587,1503
2020-04-05,SE,7,2,4,2,0,14,15,1,389,375,411,445
2020-04-05,SP,163,81,124,79,51,14,15,658,11262,11273,17053,16886
2020-04-05,TO,2,0,2,1,1,14,15,1,121,178,120,212
2020-04-06,AC,5,3,1,1,0,14,15,0,115,99,227,213
2020-04-06,AL,9,4,8,2,0,14,15,3,556,517,587,507
2020-04-06,AM,3,5,2,6,1,14,15,8,158,235,302,429
2020-04-06,AP,1,0,3,0,0,14,15,0,81,62,113,55
2020-04-06,BA,17,3,24,8,0,14,15,7,2209,1767,1482,1280
2020-04-06,CE,31,3,18,2,2,14,15,22,1317,1073,1844,1493
2020-04-06,DF,13,12,5,4,0,14,15,25,417,493,756,844
2020-04-06,ES,15,10,13,0,0,14,15,9,638,616,1193,1167
2020-04-06,GO,19,6,14,6,2,14,15,18,1242,1273,1573,1557
2020-04-06,MA,8,0,2,1,0,14,15,0,533,478,536,430
2020-04-06,MG,58,28,45,19,2,14,15,48,4207,4169,4965,4968
2020-04-06,MS,7,9,9,4,0,14,15,1,543,566,759,800
2020-04-06,MT,6,0,7,1,0,14,15,1,228,139,210,203
2020-04-06,PA,8,2,7,2,0,14,15,1,532,528,531,445
2020-04-06,PB,18,2,16,3,0,14,15,3,1013,891,1116,991
2020-04-06,PE,22,10,26,9,2,14,15,17,1920,1873,1939,1973
2020-04-06,PI,9,0,7,1,0,14,15,2,801,472,576,388
